255, 255, 255
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
165, 165, 165
187, 187, 187
192, 192, 192
165, 165, 165
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
160, 160, 160
255, 255, 255
255, 255, 255
255, 255, 255
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
59, 59, 59
165, 165, 165
192, 192, 192
59, 59, 59
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
32, 32, 32
